state,a,b,r2,rmse
Total,0.19965370696978146,2.713521971862584,0.9968572935150861,0.03718584075648669
NSW,0.1854077215275011,2.1631930707885902,0.9931080682194128,0.05124448544323733
Qld,0.20503521821359347,0.9007854774794838,0.9819177155140418,0.09236643029443403
Vic,0.23045565053089334,0.6081157120737171,0.9971067082844715,0.041178641484265366
Tas,0.17292683351071336,-0.8266072461807067,0.9521962646230409,0.12883068502917358
