state,a,b,r2,rmse
Total,0.2140956364469324,2.4939074898756064,0.9995254906872978,0.020861984106885702
NSW,0.20117175412440277,1.912460913037919,0.9983411804884603,0.036674807985046735
Qld,0.22211595127865802,0.6622222950266282,0.9936728283734942,0.0792823714011413
Vic,0.22436875464914233,0.6852578809178341,0.9961414005445304,0.06245853861433315
Tas,0.18383268896359573,-0.9970810432870376,0.9638881109284857,0.15934241947158642
