state,a,b,r2,rmse
Total,0.19141240723082928,2.800650621856846,0.9941399993438618,0.036012535581420875
NSW,0.1683531891445758,2.344788194751176,0.9946522508527375,0.03024918655431527
Qld,0.21228069961624624,0.8224175972484813,0.9616336582429037,0.10415921334212032
Vic,0.22557020359384486,0.6612758653983565,0.9940449310356151,0.04278422460511303
Tas,0.1916626980292956,-1.0239395157194533,0.928675899216464,0.1308262609155242
