state,a,b,r2,rmse
Total,0.20178838733152313,2.6893289277628463,0.9972716055123555,0.03805999394020975
NSW,0.18685561853293453,2.1467835713936796,0.99454583460924,0.04990428915019955
Qld,0.21170285959967966,0.8252188751038413,0.9838363680917313,0.09791089163970267
Vic,0.2313734282976458,0.5977142307171887,0.9977240917405489,0.03984761560545239
Tas,0.16691077591345185,-0.7584252600784103,0.9562178600947094,0.12904223204668375
