state,a,b,r2,rmse
Total,0.20443265347821607,2.6581231446455527,0.9984066065407213,0.036525638013057686
NSW,0.18848182624706225,2.127892736601839,0.9969563902380345,0.04657879398968525
Qld,0.2190615204186111,0.738638278868867,0.990560457039015,0.09566739388966197
Vic,0.23016988203707248,0.6115138468435997,0.9986938823515208,0.03722705947075981
Tas,0.1589898426576913,-0.6657672988979092,0.9657781143995552,0.1340133210061471
