state,a,b,r2,rmse
Total,0.21363617476716612,2.4999968595289745,0.999677066044114,0.011625597929266483
NSW,0.20133787793154134,1.9134069736751231,0.9983035906892814,0.025130794396506142
Qld,0.23216348852201285,0.5121612632990604,0.9869223069761893,0.08097364244417414
Vic,0.23670102403900292,0.5010795147014862,0.9973910528171346,0.03665801014085749
Tas,0.14387101504168695,-0.4138421203108985,0.9194344522215894,0.12957399658142088
