state,a,b,r2,rmse
Total,0.2062805378598676,2.6355156836353903,0.9984392204299757,0.041186940420638696
NSW,0.19117758965806164,2.0935375447285067,0.9974734609029725,0.048590770736557196
Qld,0.21433008819059624,0.800059676173412,0.9911382412800823,0.10236876300919649
Vic,0.22730442659726177,0.6485198900301037,0.9986221269645921,0.042638382236145723
Tas,0.17309985507103173,-0.8420054537258698,0.9731019184632393,0.14545335758915365
