state,a,b,r2,rmse
Total,0.20574225077789787,2.641971444616144,0.9982527004971944,0.03849719305006122
NSW,0.18848182624706225,2.127892736601839,0.9969563902380345,0.04657879398968525
Qld,0.2190615204186111,0.738638278868867,0.990560457039015,0.09566739388966197
Vic,0.23016988203707248,0.6115138468435997,0.9986938823515208,0.03722705947075981
Tas,0.16695118593565467,-0.7639571993261242,0.9645142184967422,0.14339987746299582
