state,a,b,r2,rmse
Total,0.21575191425131013,2.46851123020848,0.9997195062259823,0.015118228273793619
NSW,0.20135017270618086,1.9097251614506576,0.9979770856502316,0.03792567810880194
Qld,0.2261231372219967,0.6007787772287692,0.9940669924612977,0.07309595879047222
Vic,0.22932340672674933,0.6092865490611932,0.9977754734743335,0.04530092136606954
Tas,0.1792524657499524,-0.9268509540111727,0.9569474394123405,0.1593281101164477
