state,a,b,r2,rmse
Total,0.17831692816766448,2.928442955476303,0.9924592639066415,0.02910096237444159
NSW,0.16158320695951456,2.4111962652211467,0.9893490909558702,0.03139907476334907
Qld,0.17443456606571997,1.1940019498346603,0.9390273733498083,0.08370151425956565
Vic,0.21151499749253658,0.7970582076409332,0.9946242028816846,0.029107303144355993
Tas,0.17723754548009804,-0.8799768889660028,0.8492112616735391,0.1422715502799537
