state,a,b,r2,rmse
Total,0.18780429920424088,2.83673170212273,0.9920191762941405,0.03641364048849217
NSW,0.1654584611014416,2.3737354751825186,0.9926650772457585,0.03074371587428335
Qld,0.1950655148229726,0.9945694451812174,0.9529359183879478,0.09403546173439274
Vic,0.22582415380405613,0.6587363632962429,0.9913019596831836,0.045729799257482856
Tas,0.1781042416956766,-0.8883549523832638,0.8968700228088937,0.1317368688801602
