state,a,b,r2,rmse
Total,0.19583507428681454,2.7549497289449967,0.9949630240211623,0.03817157100420075
NSW,0.17484380354363394,2.2777185126275743,0.9936401885576303,0.03832324046319488
Qld,0.21232062722075873,0.8220050120018517,0.9723636074600782,0.09820237436725521
Vic,0.22505558720327423,0.6665935681009189,0.9957265447531031,0.040388385575570014
Tas,0.18521246444969802,-0.9572871020636119,0.9423490680877995,0.12594039869605253
