state,a,b,r2,rmse
Total,0.2073681640324592,2.6213765433917002,0.9983086280255239,0.040639428538028474
NSW,0.1905510236560425,2.1016829027547552,0.9970222271600753,0.04958401815679089
Qld,0.2187998554396681,0.7419527019354776,0.9921528759370349,0.09266619886330432
Vic,0.2294352494439655,0.6208191930229542,0.9988676337473252,0.03677984300786897
Tas,0.1726045190161239,-0.835566085012068,0.9678968713198864,0.14982552708284028
