state,a,b,r2,rmse
Total,0.19756668157747956,2.736479251177904,0.9961669455648767,0.037112371972641375
NSW,0.17987677149429535,2.2240335211538533,0.9937087450248635,0.04334836264811298
Qld,0.20824352641720456,0.865494087239762,0.9778071809613887,0.09510539532224968
Vic,0.22782410893309732,0.6370626696494732,0.9965730512521687,0.040456435791698955
Tas,0.17182621111191942,-0.8145003997939739,0.9373724734210449,0.1349707551533248
